餐厅名称,城市,区域,美食类型,综合评分,口味评分,环境评分,服务评分,人均消费(元),点评数量,地址,推荐菜,推荐菜_清洗,价格等级,评分等级,口碑均衡度,热门度,推荐菜列表,是否高性价比
御红杏,成都,青羊区,川菜,3.5,3.7,3.9,3.6,34.0,17,成都青羊区万达广场玉林路479号3楼,宫保鸡丁、回锅肉、鱼香肉丝,宫保鸡丁、回锅肉、肉,中低(31-60),一般(3-3.5),0.15,0.29,"['宫保鸡丁', '回锅肉', '鱼香肉丝']",False
福九宫格,广州,天河区,火锅,4.2,4.2,4.5,4.3,105.0,807,广州天河区大悦城北京路巷630号东区3层,虾滑、鸭血、酥肉,滑、、肉,中高(101-200),优秀(4-4.5),0.15,23.07,"['虾滑', '鸭血', '酥肉']",False
御东南记,重庆,南岸区,东南亚菜,3.8,4.1,3.8,3.7,58.0,8,重庆南岸区北城天街大道589号,越南河粉、冬阴功汤、芒果糯米饭,南河粉、冬功、芒果糯米饭,中低(31-60),良好(3.5-4),0.21,0.08,"['越南河粉', '冬阴功汤', '芒果糯米饭']",False
韩国料理,南京,鼓楼区,韩国料理,3.9,4.2,4.0,3.8,59.0,228,南京鼓楼区大悦城玄武弄371号2楼,紫菜包饭、大酱汤、炒年糕,菜包饭、大酱、炒年糕,中低(31-60),良好(3.5-4),0.2,5.96,"['紫菜包饭', '大酱汤', '炒年糕']",False
木屋,苏州,虎丘区,烧烤,3.9,3.8,3.9,4.5,82.0,61,苏州虎丘区平江路846号,羊肉串、烤鸡翅、烤馒头,肉串、烤鸡翅、烤馒,中等(61-100),良好(3.5-4),0.38,1.5,"['羊肉串', '烤鸡翅', '烤馒头']",False
味湘菜记,上海,杨浦区,湘菜,3.9,4.1,3.7,4.1,64.0,62,上海杨浦区来福士浦东巷99号B2层,蒸排骨、口味虾、臭豆腐,排骨、口、臭豆腐,中等(61-100),良好(3.5-4),0.23,1.52,"['蒸排骨', '口味虾', '臭豆腐']",False
老丰茂,深圳,龙华区,烧烤,4.2,4.3,3.7,4.8,97.0,4838,深圳龙华区ifc海岸城街635号,扇贝、烤鸡翅、烤鱼,扇贝、烤鸡翅、烤,中等(61-100),优秀(4-4.5),0.55,139.01,"['扇贝', '烤鸡翅', '烤鱼']",False
盛川菜堂,苏州,虎丘区,川菜,3.3,3.3,3.4,3.2,48.0,885,苏州虎丘区龙湖天街平江大道25号,鱼香肉丝、担担面、宫保鸡丁,肉、担担面、宫保鸡丁,中低(31-60),一般(3-3.5),0.1,19.89,"['鱼香肉丝', '担担面', '宫保鸡丁']",False
鑫粤菜店,武汉,洪山区,粤菜,3.6,3.6,3.2,3.5,44.0,1194,武汉洪山区恒隆广场江汉街414号2楼,煲仔饭、虾饺、肠粉,煲饭、饺、肠粉,中低(31-60),良好(3.5-4),0.21,29.31,"['煲仔饭', '虾饺', '肠粉']",False
东南亚菜,广州,天河区,东南亚菜,4.1,4.3,4.2,4.4,55.0,7538,广州天河区万达广场珠江新城路459号B2层,青木瓜沙拉、烤肉串、芒果糯米饭,青木瓜沙拉、烤肉串、芒果糯米饭,中低(31-60),优秀(4-4.5),0.1,211.51,"['青木瓜沙拉', '烤肉串', '芒果糯米饭']",True
京川菜楼,杭州,滨江区,川菜,4.2,4.2,4.0,4.5,72.0,37,杭州滨江区来福士西溪巷961号,宫保鸡丁、辣子鸡、回锅肉,宫保鸡丁、辣鸡、回锅肉,中等(61-100),优秀(4-4.5),0.25,0.92,"['宫保鸡丁', '辣子鸡', '回锅肉']",True
烧烤料理,广州,天河区,烧烤,4.1,4.0,3.9,4.2,90.0,1366,广州天河区恒隆广场天河街149号,烤鸡翅、扇贝、烤馒头,烤鸡翅、扇贝、烤馒,中等(61-100),优秀(4-4.5),0.15,38.21,"['烤鸡翅', '扇贝', '烤馒头']",False
聚烧烤堂,重庆,江北区,烧烤,4.2,4.0,4.2,3.7,70.0,628,重庆江北区太古里磁器口路101号,烤鱼、烤馒头、羊肉串,烤、烤馒、肉串,中等(61-100),优秀(4-4.5),0.25,17.92,"['烤鱼', '烤馒头', '羊肉串']",True
锦本帮菜,武汉,洪山区,本帮菜,3.8,3.5,3.6,3.7,37.0,385,武汉洪山区光谷路709号东区3层,酒酿圆子、红烧肉、油爆虾,酒酿、红烧肉、爆,中低(31-60),良好(3.5-4),0.1,9.89,"['酒酿圆子', '红烧肉', '油爆虾']",False
川菜餐厅,苏州,相城区,川菜,3.9,3.6,4.2,3.7,75.0,2020,苏州相城区龙湖天街观前大道515号B1层,宫保鸡丁、麻婆豆腐、回锅肉,宫保鸡丁、麻婆豆腐、回锅肉,中等(61-100),良好(3.5-4),0.32,53.82,"['宫保鸡丁', '麻婆豆腐', '回锅肉']",False
九宫格,杭州,滨江区,火锅,3.2,3.0,3.0,3.1,127.0,49,杭州滨江区延安街70号,藕片、豆皮、肥牛,藕片、豆皮、肥牛,中高(101-200),一般(3-3.5),0.06,0.96,"['藕片', '豆皮', '肥牛']",False
面包甜点记,上海,闵行区,面包甜点,3.6,3.8,3.5,3.1,28.0,246,上海闵行区徐家汇弄628号,泡芙、蛋挞、芝士蛋糕,泡芙、蛋、蛋糕,低消费(≤30),良好(3.5-4),0.35,5.94,"['泡芙', '蛋挞', '芝士蛋糕']",False
本帮菜馆,重庆,南岸区,本帮菜,3.6,3.6,3.6,3.4,62.0,13,重庆南岸区太古里北城天街大道61号B1层,生煎包、蟹粉豆腐、红烧肉,煎包、粉豆腐、红烧肉,中等(61-100),良好(3.5-4),0.12,0.2,"['生煎包', '蟹粉豆腐', '红烧肉']",False
驿站堂,武汉,江岸区,西餐,4.7,4.7,4.7,4.5,111.0,921,武汉江岸区街道口弄145号,牛排、意面、提拉米苏,牛排、面、拉米,中高(101-200),卓越(≥4.5),0.12,29.48,"['牛排', '意面', '提拉米苏']",False
湘菜,武汉,汉阳区,湘菜,3.8,3.8,4.2,4.0,37.0,145,武汉汉阳区光谷路125号北区3层,剁椒鱼头、辣椒炒肉、小炒肉,剁椒、辣椒炒肉、炒肉,中低(31-60),良好(3.5-4),0.2,3.64,"['剁椒鱼头', '辣椒炒肉', '小炒肉']",False
老灶庄,苏州,吴中区,火锅,4.2,4.4,4.3,4.6,76.0,6853,苏州吴中区凯德平江街554号B2层,酥肉、黄喉、午餐肉,肉、黄喉、餐肉,中等(61-100),优秀(4-4.5),0.15,196.97,"['酥肉', '黄喉', '午餐肉']",True
佩姐坊,苏州,相城区,火锅,3.6,4.0,3.3,3.7,107.0,283,苏州相城区太湖路667号,豆皮、午餐肉、黄喉,豆皮、餐肉、黄喉,中高(101-200),良好(3.5-4),0.35,6.85,"['豆皮', '午餐肉', '黄喉']",False
老灶庄,上海,杨浦区,火锅,3.9,4.1,3.8,3.8,86.0,14,上海杨浦区来福士徐家汇巷471号,虾滑、酥肉、黄喉,滑、肉、黄喉,中等(61-100),良好(3.5-4),0.17,0.24,"['虾滑', '酥肉', '黄喉']",False
炳胜,武汉,江岸区,粤菜,4.3,4.3,4.0,4.0,80.0,51,武汉江岸区江汉大道916号,叉烧、虾饺、煲仔饭,叉烧、饺、煲饭,中等(61-100),优秀(4-4.5),0.17,1.35,"['叉烧', '虾饺', '煲仔饭']",True
面馆,武汉,江汉区,面馆,4.1,3.9,3.9,4.5,23.0,1919,武汉江汉区ifc武广大道46号,牛肉面、馄饨、兰州拉面,牛肉面、馄饨、兰拉面,低消费(≤30),优秀(4-4.5),0.35,53.74,"['牛肉面', '馄饨', '兰州拉面']",True
味烧烤居,北京,海淀区,烧烤,3.6,3.6,3.5,3.5,118.0,463,北京海淀区龙湖天街长安路566号,烤韭菜、骨肉相连、烤馒头,烤韭菜、骨肉连、烤馒,中高(101-200),良好(3.5-4),0.06,11.29,"['烤韭菜', '骨肉相连', '烤馒头']",False
湘菜,重庆,江北区,湘菜,4.0,4.0,3.5,3.4,51.0,18,重庆江北区太古里解放碑大道8号,辣椒炒肉、臭豆腐、小炒肉,辣椒炒肉、臭豆腐、炒肉,中低(31-60),良好(3.5-4),0.32,0.36,"['辣椒炒肉', '臭豆腐', '小炒肉']",True
盛私房轩,武汉,洪山区,私房菜,3.8,4.0,3.8,3.9,180.0,154,武汉洪山区光谷弄788号,创意融合菜、招牌煲仔、招牌蒸鱼,创融合菜、牌煲、牌,中高(101-200),良好(3.5-4),0.1,3.88,"['创意融合菜', '招牌煲仔', '招牌蒸鱼']",False
马旺子居,深圳,龙岗区,川菜,3.1,3.1,3.0,3.4,98.0,3463,深圳龙岗区来福士海上世界大道834号南区2层,水煮鱼、鱼香肉丝、麻婆豆腐,、肉、麻婆豆腐,中等(61-100),一般(3-3.5),0.21,73.41,"['水煮鱼', '鱼香肉丝', '麻婆豆腐']",False
穗日料堂,广州,越秀区,日料,3.2,3.2,2.7,3.7,233.5,4365,广州越秀区客村巷361号,鳗鱼饭、味噌汤、寿司拼盘,鳗饭、噌、拼盘,高端(>200),一般(3-3.5),0.5,95.55,"['鳗鱼饭', '味噌汤', '寿司拼盘']",False
金餐厅,杭州,余杭区,西餐,3.9,3.9,4.0,3.8,233.5,5,杭州余杭区ifc西湖大道857号,牛排、意面、奶油蘑菇汤,牛排、面、奶蘑菇,高端(>200),良好(3.5-4),0.1,0.0,"['牛排', '意面', '奶油蘑菇汤']",False
明婷坊,深圳,宝安区,川菜,4.1,3.7,4.2,4.4,108.0,41,深圳宝安区来福士科技园大道283号,回锅肉、水煮鱼、夫妻肺片,回锅肉、、夫妻肺片,中高(101-200),优秀(4-4.5),0.36,1.01,"['回锅肉', '水煮鱼', '夫妻肺片']",False
新疆菜,深圳,龙华区,新疆菜,3.1,3.1,2.8,2.8,50.0,67,深圳龙华区海上世界弄435号南区1层,大盘鸡、酸奶、羊肉串,大盘鸡、奶、肉串,中低(31-60),一般(3-3.5),0.17,1.32,"['大盘鸡', '酸奶', '羊肉串']",False
本帮料理,重庆,沙坪坝区,本帮菜,3.4,3.3,3.3,3.8,76.0,12,重庆沙坪坝区解放碑路595号,酒酿圆子、八宝鸭、油爆虾,酒酿、八宝、爆,中等(61-100),一般(3-3.5),0.29,0.16,"['酒酿圆子', '八宝鸭', '油爆虾']",False
面馆,北京,东城区,面馆,3.2,3.4,3.5,3.2,35.0,197,北京东城区西单路204号6楼,炸酱面、馄饨、兰州拉面,酱面、馄饨、兰拉面,中低(31-60),一般(3-3.5),0.15,4.21,"['炸酱面', '馄饨', '兰州拉面']",False
巴翠园,苏州,虎丘区,粤菜,4.1,4.1,3.9,4.3,107.0,574,苏州虎丘区恒隆广场观前街332号6楼,煲仔饭、烧鹅、肠粉,煲饭、烧鹅、肠粉,中高(101-200),优秀(4-4.5),0.2,15.98,"['煲仔饭', '烧鹅', '肠粉']",False
火锅,杭州,滨江区,火锅,4.1,4.1,4.1,4.2,69.0,12145,杭州滨江区恒隆广场延安路483号,虾滑、藕片、黄喉,滑、藕片、黄喉,中等(61-100),优秀(4-4.5),0.06,340.87,"['虾滑', '藕片', '黄喉']",True
鮨,杭州,西湖区,日料,3.5,3.6,3.7,3.3,233.5,26,杭州西湖区武林弄931号,炸猪排、味噌汤、天妇罗,排、噌、妇罗,高端(>200),一般(3-3.5),0.21,0.5,"['炸猪排', '味噌汤', '天妇罗']",False
串吧舍,广州,白云区,烧烤,3.5,3.5,3.2,3.7,51.0,257,广州白云区上下九弄549号6楼,烤鱼、烤韭菜、烤茄子,烤、烤韭菜、烤茄,中低(31-60),一般(3-3.5),0.25,6.04,"['烤鱼', '烤韭菜', '烤茄子']",False
咖啡,北京,大兴区,咖啡厅,3.8,3.8,3.4,4.1,35.0,14607,北京大兴区王府井弄43号5楼,抹茶拿铁、华夫饼、提拉米苏,抹茶拿、华夫饼、拉米,中低(31-60),良好(3.5-4),0.35,380.0,"['抹茶拿铁', '华夫饼', '提拉米苏']",False
饕林,杭州,拱墅区,川菜,3.5,3.5,3.6,2.9,96.0,230,杭州拱墅区凯德文三巷660号4楼,担担面、麻婆豆腐、水煮鱼,担担面、麻婆豆腐、,中等(61-100),一般(3-3.5),0.38,5.39,"['担担面', '麻婆豆腐', '水煮鱼']",False
韩国小馆,深圳,龙岗区,韩国料理,4.2,4.2,4.4,4.2,159.0,805,深圳龙岗区凯德华强北巷496号,烤肉、石锅拌饭、炸鸡,烤肉、锅拌饭、鸡,中高(101-200),优秀(4-4.5),0.12,23.01,"['烤肉', '石锅拌饭', '炸鸡']",False
老湘菜,成都,成华区,湘菜,3.6,3.4,3.8,3.6,36.0,57,成都成华区宽窄大道188号西区1层,口味虾、小炒肉、农家一碗香,口、炒肉、农家,中低(31-60),良好(3.5-4),0.2,1.28,"['口味虾', '小炒肉', '农家一碗香']",False
福很久以前,北京,东城区,烧烤,4.1,4.1,3.6,4.7,69.0,134,北京东城区西单弄93号,骨肉相连、扇贝、烤茄子,骨肉连、扇贝、烤茄,中等(61-100),优秀(4-4.5),0.55,3.62,"['骨肉相连', '扇贝', '烤茄子']",True
渝食堂,武汉,江岸区,小吃快餐,4.1,4.1,3.7,4.3,18.0,672,武汉江岸区光谷大道62号西区2层,酸辣粉、麻辣烫、凉皮,辣粉、麻辣、凉皮,低消费(≤30),优秀(4-4.5),0.31,18.73,"['酸辣粉', '麻辣烫', '凉皮']",True
小巴国,北京,西城区,川菜,4.0,3.8,4.4,3.7,47.0,89,北京西城区ifc长安路628号,鱼香肉丝、水煮鱼、辣子鸡,肉、、辣鸡,中低(31-60),良好(3.5-4),0.38,2.3,"['鱼香肉丝', '水煮鱼', '辣子鸡']",True
本帮,广州,天河区,本帮菜,3.5,3.2,3.0,3.4,106.0,104,广州天河区ifc珠江新城大道660号,生煎包、糖醋排骨、蟹粉豆腐,煎包、醋排骨、粉豆腐,中高(101-200),一般(3-3.5),0.2,2.37,"['生煎包', '糖醋排骨', '蟹粉豆腐']",False
烧烤料理,深圳,福田区,烧烤,3.7,3.7,3.4,3.9,70.0,47,深圳福田区东门路322号,骨肉相连、烤鱼、烤鸡翅,骨肉连、烤、烤鸡翅,中等(61-100),良好(3.5-4),0.25,1.06,"['骨肉相连', '烤鱼', '烤鸡翅']",False
本帮菜轩,北京,大兴区,本帮菜,4.7,4.5,4.9,4.8,132.0,517,北京大兴区五道口街372号B2层,蟹粉豆腐、八宝鸭、酒酿圆子,粉豆腐、八宝、酒酿,中高(101-200),卓越(≥4.5),0.21,16.48,"['蟹粉豆腐', '八宝鸭', '酒酿圆子']",False
海底风味,苏州,工业园区,火锅,4.0,4.2,4.0,3.9,85.0,280,苏州工业园区观前路254号,肥牛、藕片、豆皮,肥牛、藕片、豆皮,中等(61-100),良好(3.5-4),0.15,7.53,"['肥牛', '藕片', '豆皮']",False
蓉餐厅,重庆,九龙坡区,西餐,3.6,3.6,3.6,3.4,73.0,25,重庆九龙坡区ifc解放碑弄347号,披萨、汉堡、牛排,披萨、汉堡、牛排,中等(61-100),良好(3.5-4),0.12,0.49,"['披萨', '汉堡', '牛排']",False
餐厅居,深圳,龙岗区,西餐,3.3,3.4,3.3,3.1,214.0,291,深圳龙岗区龙湖天街海岸城巷528号,奶油蘑菇汤、牛排、披萨,奶蘑菇、牛排、披萨,高端(>200),一般(3-3.5),0.15,6.46,"['奶油蘑菇汤', '牛排', '披萨']",False
大西餐店,北京,海淀区,西餐,3.8,3.7,3.5,4.1,134.0,102,北京海淀区龙湖天街五道口路798号B1层,牛排、披萨、奶油蘑菇汤,牛排、披萨、奶蘑菇,中高(101-200),良好(3.5-4),0.31,2.52,"['牛排', '披萨', '奶油蘑菇汤']",False
蓉蜀大侠,上海,徐汇区,火锅,4.0,4.0,3.6,3.8,152.0,27,上海徐汇区太古里徐家汇巷134号,藕片、肥牛、酥肉,藕片、肥牛、肉,中高(101-200),良好(3.5-4),0.2,0.6,"['藕片', '肥牛', '酥肉']",False
锅贴,上海,徐汇区,小吃快餐,4.2,4.4,3.5,4.3,31.0,148,上海徐汇区虹桥巷537号,酸辣粉、煎饼果子、肉夹馍,辣粉、煎饼果、肉夹馍,中低(31-60),优秀(4-4.5),0.49,4.11,"['酸辣粉', '煎饼果子', '肉夹馍']",True
咖啡小馆,深圳,宝安区,咖啡厅,3.6,3.9,3.1,3.5,62.0,65,深圳宝安区深南弄993号,提拉米苏、抹茶拿铁、华夫饼,拉米、抹茶拿、华夫饼,中等(61-100),良好(3.5-4),0.4,1.48,"['提拉米苏', '抹茶拿铁', '华夫饼']",False
小吃料理,深圳,宝安区,小吃快餐,3.3,3.3,2.8,3.2,20.0,14,深圳宝安区恒隆广场科技园弄578号,生煎、肉夹馍、麻辣烫,煎、肉夹馍、麻辣,低消费(≤30),一般(3-3.5),0.26,0.2,"['生煎', '肉夹馍', '麻辣烫']",False
巴湘菜舍,深圳,福田区,湘菜,4.0,4.0,4.3,3.8,86.0,693,深圳福田区恒隆广场深南路454号,口味虾、小炒肉、辣椒炒肉,口、炒肉、辣椒炒肉,中等(61-100),良好(3.5-4),0.25,18.85,"['口味虾', '小炒肉', '辣椒炒肉']",False
新韩国料理,上海,普陀区,韩国料理,3.4,3.4,3.8,2.9,157.0,319,上海普陀区ifc浦东路596号,石锅拌饭、紫菜包饭、冷面,锅拌饭、菜包饭、冷面,中高(101-200),一般(3-3.5),0.45,7.31,"['石锅拌饭', '紫菜包饭', '冷面']",False
盛海鲜轩,重庆,沙坪坝区,海鲜,3.9,3.9,4.3,3.6,191.0,170,重庆沙坪坝区万达广场南滨路519号B2层,清蒸石斑鱼、蒜蓉生蚝、椒盐皮皮虾,清斑、蓉蚝、椒皮皮,中高(101-200),良好(3.5-4),0.35,4.41,"['清蒸石斑鱼', '蒜蓉生蚝', '椒盐皮皮虾']",False
面包甜点,上海,嘉定区,面包甜点,4.0,4.0,3.6,4.1,42.0,1445,上海嘉定区来福士虹桥弄470号3楼,慕斯蛋糕、提拉米苏、菠萝包,慕蛋糕、拉米、菠萝包,中低(31-60),良好(3.5-4),0.26,39.45,"['慕斯蛋糕', '提拉米苏', '菠萝包']",True
自助小馆,武汉,江汉区,自助餐,4.1,4.2,4.1,4.1,144.0,4276,武汉江汉区凯德中南路37号,寿司、冰淇淋、烤牛排,、冰淇淋、烤牛排,中高(101-200),优秀(4-4.5),0.06,119.92,"['寿司', '冰淇淋', '烤牛排']",False
点都德,武汉,江岸区,粤菜,3.5,3.5,3.2,3.8,42.0,21,武汉江岸区中南大道992号,虾饺、叉烧、烧鹅,饺、叉烧、烧鹅,中低(31-60),一般(3-3.5),0.3,0.38,"['虾饺', '叉烧', '烧鹅']",False
面包甜点轩,深圳,龙岗区,面包甜点,3.6,3.6,3.4,3.7,50.0,224,深圳龙岗区恒隆广场车公庙路118号B2层,慕斯蛋糕、菠萝包、蛋挞,慕蛋糕、菠萝包、蛋,中低(31-60),良好(3.5-4),0.15,5.4,"['慕斯蛋糕', '菠萝包', '蛋挞']",False
福日料店,成都,青羊区,日料,4.2,4.7,4.1,4.1,221.0,400,成都青羊区ifc宽窄街560号3楼,味噌汤、拉面、鳗鱼饭,噌、拉面、鳗饭,高端(>200),优秀(4-4.5),0.35,11.36,"['味噌汤', '拉面', '鳗鱼饭']",False
小厨,北京,海淀区,小吃快餐,3.5,3.2,3.3,3.2,30.0,165,北京海淀区恒隆广场西单街981号,凉皮、煎饼果子、锅贴,凉皮、煎饼果、锅,低消费(≤30),一般(3-3.5),0.06,3.84,"['凉皮', '煎饼果子', '锅贴']",False
东南亚菜,广州,天河区,东南亚菜,3.7,3.9,3.7,3.4,82.0,31,广州天河区上下九街702号B2层,咖喱蟹、菠萝饭、青木瓜沙拉,咖喱、菠萝饭、青木瓜沙拉,中等(61-100),良好(3.5-4),0.25,0.66,"['咖喱蟹', '菠萝饭', '青木瓜沙拉']",False
湘本帮阁,武汉,光谷,本帮菜,3.6,3.4,3.3,3.6,91.0,27,武汉光谷大悦城光谷大道962号,生煎包、蟹粉豆腐、八宝鸭,煎包、粉豆腐、八宝,中等(61-100),良好(3.5-4),0.15,0.54,"['生煎包', '蟹粉豆腐', '八宝鸭']",False
龙串吧,上海,虹口区,烧烤,3.9,4.3,4.0,4.0,117.0,525,上海虹口区淮海大道382号,烤韭菜、烤鱼、骨肉相连,烤韭菜、烤、骨肉连,中高(101-200),良好(3.5-4),0.17,13.89,"['烤韭菜', '烤鱼', '骨肉相连']",False
新湘菜舍,北京,东城区,湘菜,3.8,3.7,4.0,3.9,66.0,1611,北京东城区太古里中关村弄293号,口味虾、臭豆腐、剁椒鱼头,口、臭豆腐、剁椒,中等(61-100),良好(3.5-4),0.15,41.79,"['口味虾', '臭豆腐', '剁椒鱼头']",False
锅贴轩,深圳,龙岗区,小吃快餐,3.3,3.2,2.9,3.3,18.0,153,深圳龙岗区凯德海岸城巷547号5楼,肉夹馍、酸辣粉、凉皮,肉夹馍、辣粉、凉皮,低消费(≤30),一般(3-3.5),0.21,3.34,"['肉夹馍', '酸辣粉', '凉皮']",False
面包甜点,上海,浦东新区,面包甜点,3.5,3.4,3.9,3.7,56.0,1232,上海浦东新区万达广场淮海巷370号,提拉米苏、马卡龙、芝士蛋糕,拉米、马卡龙、蛋糕,中低(31-60),一般(3-3.5),0.25,29.41,"['提拉米苏', '马卡龙', '芝士蛋糕']",False
京马旺子,武汉,洪山区,川菜,3.6,3.6,4.0,3.2,59.0,40,武汉洪山区ifc楚河汉街路360号,麻婆豆腐、水煮鱼、担担面,麻婆豆腐、、担担面,中低(31-60),良好(3.5-4),0.4,0.86,"['麻婆豆腐', '水煮鱼', '担担面']",False
新东北,广州,天河区,烧烤,4.3,4.2,4.4,4.4,58.0,3970,广州天河区上下九街194号,烤韭菜、烤鸡翅、骨肉相连,烤韭菜、烤鸡翅、骨肉连,中低(31-60),优秀(4-4.5),0.12,116.76,"['烤韭菜', '烤鸡翅', '骨肉相连']",True
翠园阁,上海,黄浦区,粤菜,4.5,4.5,4.3,4.3,137.0,5450,上海黄浦区张江巷146号,干炒牛河、肠粉、煲仔饭,干炒牛河、肠粉、煲饭,中高(101-200),优秀(4-4.5),0.12,167.8,"['干炒牛河', '肠粉', '煲仔饭']",False
粤东南记,南京,江宁区,东南亚菜,4.2,4.6,4.1,3.9,65.0,6640,南京江宁区万象城夫子庙弄135号北区3层,越南河粉、芒果糯米饭、咖喱蟹,南河粉、芒果糯米饭、咖喱,中等(61-100),优秀(4-4.5),0.36,190.84,"['越南河粉', '芒果糯米饭', '咖喱蟹']",True
咖啡厅轩,成都,青羊区,咖啡厅,4.0,3.9,4.2,3.6,21.0,137,成都青羊区凯德玉林路617号4楼,华夫饼、拿铁、提拉米苏,华夫饼、拿、拉米,低消费(≤30),良好(3.5-4),0.3,3.62,"['华夫饼', '拿铁', '提拉米苏']",True
日料料理,武汉,光谷,日料,4.2,4.2,4.4,4.4,216.0,142,武汉光谷来福士楚河汉街弄321号B1层,鳗鱼饭、寿司拼盘、味噌汤,鳗饭、拼盘、噌,高端(>200),优秀(4-4.5),0.12,3.94,"['鳗鱼饭', '寿司拼盘', '味噌汤']",False
福面道,南京,秦淮区,面馆,3.4,3.3,3.2,3.5,15.0,13,南京秦淮区万达广场中山大道796号南区1层,臊子面、炸酱面、牛肉面,臊面、酱面、牛肉面,低消费(≤30),一般(3-3.5),0.15,0.19,"['臊子面', '炸酱面', '牛肉面']",False
初音堂,杭州,滨江区,日料,3.8,3.9,3.7,3.8,97.0,650,杭州滨江区恒隆广场延安街43号,章鱼小丸子、拉面、鳗鱼饭,、拉面、鳗饭,中等(61-100),良好(3.5-4),0.1,16.79,"['章鱼小丸子', '拉面', '鳗鱼饭']",False
初音舍,深圳,宝安区,日料,3.9,4.1,3.6,3.7,233.5,5,深圳宝安区万象城车公庙弄63号,拉面、寿司拼盘、三文鱼刺身,拉面、拼盘、三刺,高端(>200),良好(3.5-4),0.26,0.0,"['拉面', '寿司拼盘', '三文鱼刺身']",False
聚本帮菜,苏州,吴中区,本帮菜,3.9,4.0,3.8,3.6,119.0,290,苏州吴中区太古里平江路970号西区1层,糖醋排骨、蟹粉豆腐、八宝鸭,醋排骨、粉豆腐、八宝,中高(101-200),良好(3.5-4),0.2,7.61,"['糖醋排骨', '蟹粉豆腐', '八宝鸭']",False
蜀东南阁,成都,武侯区,东南亚菜,3.5,3.5,3.1,3.4,47.0,3308,成都武侯区春熙街708号,越南河粉、菠萝饭、烤肉串,南河粉、菠萝饭、烤肉串,中低(31-60),一般(3-3.5),0.21,79.17,"['越南河粉', '菠萝饭', '烤肉串']",False
品陶陶居,杭州,滨江区,粤菜,4.1,4.2,4.3,4.1,109.0,59,杭州滨江区文三弄150号,叉烧、肠粉、白切鸡,叉烧、肠粉、白鸡,中高(101-200),优秀(4-4.5),0.1,1.52,"['叉烧', '肠粉', '白切鸡']",False
